Age of Employee,Employee Attrition Needed,Business Travel,Dept,Education Degree,Emp. No.,Gender,Job Level,Role,Job Satisfaction Rate,Marital Status,Income per month,No. of Companies Worked,Over Time,Salary Growth Rate,Performance Rate,Employment Span,Years At Company,Years In Current Position,Years Since Last Promotion,Duration with Current Manager
47,No,Non-Travel,Sales,Marketing,1731,Male,2,Sales Executive,2,Married,4978,7,No,11,3,4,1,0,0,0
46,No,Travel_Rarely,Sales,Life Sciences,1732,Male,3,Sales Executive,4,Divorced,10368,4,Yes,12,3,13,10,6,0,3
36,Yes,Travel_Rarely,Sales,Marketing,1733,Male,2,Sales Executive,1,Divorced,6134,5,Yes,13,3,16,2,2,2,2
32,Yes,Travel_Rarely,Sales,Life Sciences,1734,Male,2,Sales Executive,2,Single,6735,6,No,15,3,10,0,0,0,0
23,No,Travel_Rarely,Research & Development,Medical,1735,Female,1,Laboratory Technician,2,Single,3295,1,No,13,3,3,3,2,1,2
39,No,Non-Travel,Research & Development,Life Sciences,1737,Male,2,Laboratory Technician,4,Married,6472,1,Yes,15,3,9,9,8,5,8
32,No,Travel_Rarely,Sales,Life Sciences,1739,Male,3,Sales Executive,3,Married,9610,3,No,13,3,10,4,3,0,2
30,No,Travel_Frequently,Research & Development,Technical Degree,1745,Female,1,Research Scientist,1,Single,4968,0,No,16,3,10,9,7,0,7
24,No,Travel_Frequently,Human Resources,Medical,1746,Male,1,Human Resources,4,Married,2145,0,No,14,3,3,2,2,2,1
30,Yes,Travel_Frequently,Human Resources,Human Resources,1747,Female,1,Human Resources,4,Divorced,2180,6,No,11,3,6,4,2,1,2
31,No,Travel_Rarely,Sales,Technical Degree,1749,Male,2,Sales Executive,3,Married,8346,1,No,19,3,6,5,2,0,2
27,No,Travel_Rarely,Research & Development,Medical,1751,Female,1,Research Scientist,4,Single,3445,1,No,11,3,6,6,2,1,4
29,Yes,Travel_Rarely,Sales,Marketing,1752,Female,1,Sales Representative,2,Single,2760,1,No,13,3,2,2,2,2,2
29,No,Travel_Frequently,Research & Development,Life Sciences,1753,Male,2,Healthcare Representative,3,Single,6294,8,Yes,12,3,10,3,2,0,2
30,No,Travel_Rarely,Sales,Marketing,1754,Male,3,Sales Executive,1,Divorced,7140,2,No,11,3,12,7,7,1,7
34,No,Travel_Rarely,Research & Development,Medical,1755,Male,1,Research Scientist,4,Married,2932,0,Yes,14,3,6,5,0,1,2
33,No,Non-Travel,Sales,Marketing,1756,Female,2,Sales Executive,2,Single,5147,8,No,15,3,13,11,7,1,7
49,No,Travel_Rarely,Sales,Marketing,1757,Female,2,Sales Executive,4,Single,4507,3,No,12,3,8,5,1,0,4
38,No,Travel_Frequently,Research & Development,Medical,1760,Female,1,Laboratory Technician,2,Married,2468,4,No,14,3,9,6,1,0,5
31,Yes,Travel_Rarely,Sales,Marketing,1761,Male,3,Sales Executive,3,Married,8161,2,No,13,3,10,1,0,0,0
29,No,Travel_Rarely,Research & Development,Technical Degree,1762,Female,1,Research Scientist,1,Divorced,2109,1,No,13,3,1,1,0,0,0
30,No,Travel_Rarely,Research & Development,Life Sciences,1763,Male,2,Healthcare Representative,3,Married,5294,3,No,16,3,10,7,0,1,7
32,No,Non-Travel,Research & Development,Technical Degree,1764,Male,1,Research Scientist,2,Single,2718,2,No,14,3,12,7,7,0,7
38,No,Travel_Rarely,Research & Development,Medical,1766,Male,2,Healthcare Representative,4,Married,5811,3,Yes,16,3,15,1,0,1,0
33,No,Non-Travel,Research & Development,Technical Degree,1771,Male,2,Research Scientist,2,Divorced,3055,5,No,15,3,11,9,8,1,7
34,No,Non-Travel,Sales,Life Sciences,1774,Male,2,Sales Executive,3,Divorced,4001,1,Yes,14,3,15,15,14,0,7
43,No,Travel_Rarely,Human Resources,Life Sciences,1778,Male,1,Human Resources,4,Single,3539,0,No,13,3,10,9,7,1,8
34,No,Travel_Rarely,Sales,Life Sciences,1779,Female,2,Sales Executive,4,Single,6029,5,No,12,3,6,2,2,2,2
21,Yes,Travel_Rarely,Sales,Marketing,1780,Male,1,Sales Representative,2,Single,2679,1,No,13,3,1,1,0,1,0
38,No,Travel_Rarely,Research & Development,Other,1782,Female,1,Laboratory Technician,3,Married,3702,1,No,11,3,5,5,4,0,4
22,Yes,Travel_Rarely,Research & Development,Medical,1783,Female,1,Laboratory Technician,1,Married,2398,1,Yes,17,3,1,1,0,0,0
31,No,Travel_Rarely,Sales,Marketing,1784,Female,2,Sales Executive,4,Married,5468,1,No,14,3,13,12,7,5,7
51,No,Travel_Rarely,Research & Development,Technical Degree,1786,Female,3,Manager,3,Married,13116,2,No,11,3,15,2,2,2,2
37,No,Travel_Rarely,Sales,Marketing,1787,Male,2,Sales Executive,2,Married,4189,1,No,14,3,5,5,2,0,3
36,No,Travel_Rarely,Research & Development,Life Sciences,1790,Male,3,Healthcare Representative,1,Married,8321,7,Yes,13,3,15,12,8,5,7
44,Yes,Travel_Frequently,Research & Development,Medical,1792,Male,1,Research Scientist,2,Divorced,2342,1,Yes,12,3,6,5,3,2,3
37,No,Travel_Rarely,Human Resources,Other,1794,Male,2,Human Resources,2,Divorced,4071,2,No,13,3,19,10,0,4,7
35,Yes,Travel_Rarely,Sales,Life Sciences,1797,Male,2,Sales Executive,4,Single,5813,1,Yes,18,3,10,10,7,7,7
33,No,Travel_Rarely,Research & Development,Life Sciences,1798,Male,1,Research Scientist,1,Married,3143,6,No,19,3,14,10,8,7,6
28,No,Travel_Rarely,Research & Development,Life Sciences,1799,Male,1,Research Scientist,4,Married,2044,1,No,11,3,5,5,3,0,3
46,No,Non-Travel,Sales,Life Sciences,1801,Male,2,Sales Executive,2,Single,7991,8,No,15,3,6,2,2,2,2
40,No,Travel_Rarely,Research & Development,Life Sciences,1802,Female,1,Laboratory Technician,1,Married,3377,4,No,17,3,7,4,3,0,2
42,No,Travel_Rarely,Research & Development,Medical,1803,Male,2,Healthcare Representative,1,Married,5538,5,No,18,3,10,0,0,0,0
35,No,Non-Travel,Research & Development,Medical,1804,Male,2,Manufacturing Director,4,Divorced,5762,2,No,14,3,15,7,7,1,7
38,No,Non-Travel,Human Resources,Human Resources,1805,Male,1,Human Resources,2,Divorced,2592,5,No,13,3,13,11,10,3,8
34,Yes,Travel_Frequently,Research & Development,Life Sciences,1807,Male,2,Laboratory Technician,1,Married,5346,4,No,17,3,11,7,1,0,7
37,Yes,Travel_Rarely,Research & Development,Medical,1809,Male,2,Manufacturing Director,1,Single,4213,1,No,15,3,10,10,3,0,8
39,No,Travel_Frequently,Sales,Life Sciences,1812,Male,2,Sales Executive,4,Divorced,4127,2,No,18,3,7,2,1,2,2
43,No,Non-Travel,Research & Development,Life Sciences,1813,Male,1,Research Scientist,3,Single,2438,4,No,13,3,7,3,2,1,2
41,No,Travel_Rarely,Research & Development,Life Sciences,1814,Male,2,Healthcare Representative,2,Single,6870,3,No,12,3,11,3,2,1,2
26,Yes,Travel_Rarely,Human Resources,Medical,1818,Female,1,Human Resources,2,Married,2148,0,Yes,11,3,6,5,1,1,4
40,No,Travel_Rarely,Research & Development,Life Sciences,1822,Female,2,Healthcare Representative,4,Divorced,6513,4,No,17,3,12,5,3,0,3
35,No,Travel_Rarely,Research & Development,Medical,1826,Male,1,Laboratory Technician,3,Married,2705,0,No,16,3,6,5,4,0,3
40,No,Travel_Rarely,Research & Development,Life Sciences,1829,Female,2,Healthcare Representative,1,Divorced,4448,2,No,12,3,15,7,4,7,7
54,No,Travel_Rarely,Research & Development,Medical,1830,Female,2,Research Scientist,4,Married,6854,4,No,15,3,14,7,1,1,7
31,No,Travel_Frequently,Sales,Marketing,1833,Female,3,Sales Executive,1,Married,9637,2,No,14,3,9,3,2,2,2
26,No,Travel_Rarely,Sales,Medical,1836,Male,2,Sales Executive,4,Single,4684,1,No,13,3,5,5,3,1,2
58,No,Travel_Frequently,Research & Development,Life Sciences,1837,Male,4,Research Director,3,Married,15787,2,Yes,14,3,23,2,2,2,2
18,No,Non-Travel,Research & Development,Medical,1839,Female,1,Research Scientist,3,Single,1514,1,No,16,3,0,0,0,0,0
31,Yes,Travel_Rarely,Human Resources,Human Resources,1842,Male,1,Human Resources,1,Married,2956,0,No,17,3,2,1,0,0,0
29,Yes,Travel_Rarely,Human Resources,Human Resources,1844,Male,1,Human Resources,1,Divorced,2335,4,Yes,15,3,4,2,2,2,0
27,No,Travel_Frequently,Research & Development,Life Sciences,1850,Female,1,Laboratory Technician,4,Single,2379,0,Yes,14,3,6,5,4,0,2
29,No,Travel_Frequently,Research & Development,Medical,1852,Male,1,Laboratory Technician,4,Married,3812,1,No,13,3,11,11,8,3,10
32,No,Travel_Frequently,Sales,Marketing,1853,Male,2,Sales Executive,4,Single,4648,8,No,13,3,4,0,0,0,0
47,No,Travel_Rarely,Research & Development,Life Sciences,1856,Female,1,Laboratory Technician,3,Single,2105,4,No,12,3,7,2,2,2,0
46,No,Travel_Rarely,Research & Development,Life Sciences,1857,Male,3,Manufacturing Director,4,Divorced,8578,3,No,14,3,12,9,8,4,7
28,No,Non-Travel,Human Resources,Life Sciences,1858,Male,1,Human Resources,4,Divorced,2706,1,No,15,3,3,3,2,2,2
29,No,Travel_Rarely,Research & Development,Life Sciences,1859,Male,2,Healthcare Representative,3,Divorced,6384,8,No,17,3,11,7,0,1,6
42,No,Travel_Rarely,Research & Development,Life Sciences,1860,Male,1,Laboratory Technician,3,Single,3968,4,No,13,3,8,0,0,0,0
32,Yes,Travel_Rarely,Sales,Marketing,1862,Male,2,Sales Executive,2,Single,9907,7,Yes,12,3,7,2,2,2,2
29,No,Travel_Rarely,Human Resources,Medical,1865,Male,1,Human Resources,2,Married,2804,1,No,11,3,1,1,0,0,0
27,No,Travel_Frequently,Research & Development,Life Sciences,1870,Female,1,Research Scientist,1,Married,4774,0,No,19,3,8,7,6,7,3
39,No,Travel_Rarely,Research & Development,Other,1871,Male,2,Research Scientist,4,Divorced,3902,8,No,14,3,7,2,2,2,2
28,No,Travel_Rarely,Sales,Medical,1875,Female,1,Sales Representative,2,Married,2856,1,No,19,3,1,1,0,0,0
30,Yes,Travel_Rarely,Sales,Medical,1876,Male,1,Sales Representative,4,Single,1081,1,No,13,3,1,1,0,0,0
36,No,Travel_Rarely,Sales,Technical Degree,1880,Female,2,Sales Executive,3,Married,5673,1,Yes,13,3,10,10,9,1,7
31,No,Travel_Rarely,Research & Development,Life Sciences,1881,Male,2,Laboratory Technician,3,Divorced,4197,1,No,11,3,10,10,8,0,2
34,No,Travel_Rarely,Sales,Life Sciences,1882,Male,3,Sales Executive,4,Married,9713,2,Yes,13,3,9,5,3,1,0
29,No,Travel_Rarely,Research & Development,Life Sciences,1883,Male,1,Laboratory Technician,1,Single,2062,3,No,14,3,11,3,2,1,2
35,No,Travel_Rarely,Research & Development,Other,1886,Female,2,Manufacturing Director,2,Married,4788,0,Yes,11,3,4,3,2,0,2
45,No,Travel_Rarely,Research & Development,Life Sciences,1888,Female,2,Manufacturing Director,4,Married,5906,0,No,13,3,10,9,8,3,8
26,No,Travel_Rarely,Research & Development,Life Sciences,1893,Female,1,Research Scientist,3,Married,2933,1,Yes,13,3,1,1,0,1,0
27,No,Travel_Rarely,Sales,Medical,1898,Female,2,Sales Executive,3,Single,6500,0,No,14,3,9,8,7,0,7
44,No,Travel_Rarely,Research & Development,Life Sciences,1903,Male,2,Healthcare Representative,1,Married,5033,2,No,15,3,10,2,0,2,2
56,Yes,Travel_Rarely,Research & Development,Life Sciences,1907,Male,1,Laboratory Technician,4,Single,2587,1,No,16,3,5,4,2,1,0
36,No,Travel_Rarely,Sales,Marketing,1908,Male,2,Sales Executive,2,Married,5507,2,No,16,3,12,4,2,1,3
31,No,Travel_Rarely,Sales,Medical,1912,Female,2,Sales Executive,4,Divorced,6583,2,Yes,11,3,8,5,2,1,4
34,No,Travel_Rarely,Sales,Medical,1915,Female,2,Sales Executive,4,Married,8103,3,Yes,12,3,9,4,2,0,1
31,No,Travel_Rarely,Research & Development,Medical,1916,Female,1,Laboratory Technician,3,Divorced,3978,8,No,12,3,4,2,2,2,2
26,No,Travel_Frequently,Research & Development,Other,1918,Male,1,Laboratory Technician,4,Married,2544,0,No,18,3,8,7,7,7,7
45,No,Travel_Frequently,Research & Development,Medical,1922,Male,2,Healthcare Representative,3,Single,5399,4,No,12,3,12,4,2,0,3
33,No,Travel_Rarely,Sales,Marketing,1924,Male,2,Sales Executive,3,Single,5487,1,No,14,3,10,10,4,0,9
28,No,Travel_Frequently,Sales,Life Sciences,1927,Male,2,Sales Executive,4,Married,6834,1,Yes,12,3,7,7,7,0,7
29,Yes,Travel_Frequently,Sales,Technical Degree,1928,Male,1,Sales Representative,1,Single,1091,1,No,17,3,1,1,0,0,0
39,No,Non-Travel,Sales,Life Sciences,1929,Female,2,Sales Executive,3,Married,5736,6,No,19,3,10,3,2,1,2
27,No,Travel_Rarely,Research & Development,Technical Degree,1931,Male,1,Research Scientist,2,Married,2226,1,No,11,3,6,5,3,1,2
34,No,Travel_Frequently,Research & Development,Other,1932,Male,2,Research Scientist,4,Married,5747,1,Yes,15,3,16,15,10,6,11
28,Yes,Travel_Rarely,Sales,Marketing,1933,Female,2,Sales Executive,3,Single,9854,3,Yes,11,3,6,2,0,2,2
47,No,Non-Travel,Research & Development,Technical Degree,1934,Male,2,Research Scientist,2,Married,5467,8,No,18,3,16,8,7,1,7
56,No,Travel_Rarely,Sales,Marketing,1935,Female,2,Sales Executive,1,Married,5380,4,No,16,3,6,0,0,0,0
32,Yes,Travel_Frequently,Research & Development,Life Sciences,1939,Female,1,Research Scientist,3,Single,2432,3,Yes,14,3,8,4,1,0,3
38,No,Travel_Rarely,Research & Development,Life Sciences,1940,Male,1,Research Scientist,4,Divorced,4771,2,No,19,3,10,5,2,0,3
42,No,Travel_Rarely,Sales,Marketing,1943,Male,2,Sales Executive,4,Divorced,5087,3,Yes,12,3,14,0,0,0,0
27,Yes,Travel_Frequently,Human Resources,Human Resources,1944,Female,1,Human Resources,2,Married,2863,1,No,12,3,1,1,0,0,0
35,No,Travel_Rarely,Sales,Medical,1945,Male,2,Sales Executive,1,Married,5561,0,No,16,3,6,5,3,0,4
28,No,Non-Travel,Research & Development,Medical,1947,Male,1,Research Scientist,3,Single,2144,1,No,14,3,5,5,3,1,4
31,No,Non-Travel,Research & Development,Medical,1948,Male,1,Research Scientist,1,Divorced,3065,1,Yes,13,3,4,4,2,2,3
34,No,Travel_Rarely,Sales,Medical,1951,Male,3,Sales Executive,3,Divorced,8628,1,No,18,3,9,8,7,1,1
26,No,Travel_Rarely,Research & Development,Medical,1952,Male,1,Laboratory Technician,1,Single,2867,0,No,13,3,8,7,7,7,6
29,No,Travel_Rarely,Research & Development,Life Sciences,1954,Male,2,Healthcare Representative,1,Married,5373,0,No,12,3,6,5,3,0,2
32,No,Non-Travel,Research & Development,Medical,1955,Female,2,Healthcare Representative,4,Divorced,6667,5,No,18,3,9,5,1,1,2
28,Yes,Travel_Rarely,Research & Development,Technical Degree,1960,Male,1,Laboratory Technician,4,Divorced,2367,5,No,12,3,6,4,1,0,3
38,No,Travel_Rarely,Sales,Life Sciences,1961,Male,1,Sales Representative,1,Single,2858,4,No,14,3,20,1,0,0,0
35,No,Travel_Rarely,Sales,Life Sciences,1962,Female,2,Sales Executive,4,Married,5204,1,Yes,11,3,10,10,8,0,9
27,No,Travel_Rarely,Sales,Marketing,1965,Male,2,Sales Executive,4,Single,4105,1,No,14,3,7,7,7,0,7
31,Yes,Travel_Frequently,Sales,Marketing,1967,Male,2,Sales Executive,4,Married,5617,1,Yes,11,3,10,10,7,0,8
53,Yes,Travel_Rarely,Sales,Life Sciences,1968,Male,3,Sales Executive,1,Single,10448,6,Yes,13,3,15,2,2,2,2
54,No,Travel_Rarely,Research & Development,Life Sciences,1969,Female,2,Research Scientist,3,Married,2897,3,No,11,3,9,4,3,2,3
43,No,Travel_Rarely,Research & Development,Life Sciences,1971,Male,3,Healthcare Representative,3,Married,7510,1,No,17,3,10,10,9,0,9
38,No,Travel_Frequently,Human Resources,Other,1972,Male,1,Human Resources,2,Married,2991,0,Yes,11,3,7,6,2,1,2
31,No,Travel_Rarely,Research & Development,Medical,1974,Female,1,Laboratory Technician,4,Divorced,1129,1,Yes,11,3,1,1,0,0,0
54,No,Travel_Rarely,Research & Development,Medical,1980,Female,2,Manufacturing Director,1,Single,4440,6,Yes,19,3,9,5,2,1,4
24,No,Travel_Rarely,Research & Development,Life Sciences,1981,Male,2,Healthcare Representative,3,Single,4617,1,No,12,3,4,4,3,1,2
23,No,Travel_Rarely,Research & Development,Other,1982,Male,1,Laboratory Technician,4,Single,2647,1,No,13,3,5,5,2,1,4
40,No,Travel_Rarely,Sales,Marketing,1986,Female,2,Sales Executive,2,Married,5677,3,No,14,3,15,11,8,5,10
25,No,Travel_Rarely,Human Resources,Human Resources,1987,Female,1,Human Resources,2,Married,2187,4,No,14,3,6,2,0,1,2
30,No,Travel_Rarely,Research & Development,Medical,1989,Male,1,Laboratory Technician,2,Married,3748,1,No,13,3,12,12,8,1,7
25,No,Travel_Rarely,Research & Development,Other,1992,Male,1,Laboratory Technician,3,Divorced,3977,6,Yes,19,3,7,2,2,0,2
33,No,Non-Travel,Research & Development,Medical,1994,Male,1,Laboratory Technician,3,Divorced,2008,1,No,12,3,1,1,1,0,0
38,No,Travel_Rarely,Sales,Life Sciences,1995,Male,2,Sales Executive,2,Married,4440,0,No,15,3,16,15,13,5,8
31,No,Travel_Rarely,Sales,Life Sciences,1996,Male,1,Sales Representative,3,Married,3067,0,No,19,3,3,2,2,1,2
38,No,Travel_Frequently,Research & Development,Life Sciences,1997,Male,2,Manufacturing Director,3,Married,5321,2,No,11,3,10,8,3,7,7
42,No,Travel_Rarely,Research & Development,Life Sciences,1998,Male,2,Research Scientist,1,Divorced,5410,6,Yes,17,3,9,4,3,1,2
47,No,Non-Travel,Research & Development,Medical,2000,Female,3,Research Director,2,Married,11957,0,No,18,3,14,13,8,5,12
35,No,Travel_Rarely,Research & Development,Medical,2003,Male,1,Laboratory Technician,3,Married,2660,7,Yes,11,3,5,2,2,2,2
22,No,Travel_Rarely,Research & Development,Life Sciences,2007,Male,1,Research Scientist,3,Single,3375,0,No,12,3,4,3,2,1,2
35,No,Travel_Rarely,Research & Development,Medical,2008,Male,2,Research Scientist,3,Single,5098,1,No,19,3,10,10,7,0,8
32,No,Travel_Rarely,Research & Development,Life Sciences,2010,Female,1,Laboratory Technician,2,Single,2837,1,No,13,3,6,6,2,4,1
40,No,Travel_Rarely,Research & Development,Life Sciences,2012,Male,1,Laboratory Technician,4,Married,2406,8,No,19,3,8,1,0,0,0
32,No,Travel_Rarely,Sales,Medical,2013,Male,1,Sales Representative,2,Married,2269,0,No,14,3,3,2,2,2,2
39,No,Travel_Rarely,Research & Development,Life Sciences,2014,Male,2,Research Scientist,4,Single,4108,7,No,13,3,18,7,7,1,7
32,No,Travel_Rarely,Sales,Marketing,2016,Female,3,Sales Executive,4,Married,10422,1,No,19,3,14,14,10,5,7
52,No,Non-Travel,Sales,Life Sciences,2019,Male,1,Sales Representative,4,Divorced,3482,2,No,15,3,16,9,8,0,0
44,No,Travel_Rarely,Research & Development,Medical,2020,Male,1,Research Scientist,4,Single,2436,6,Yes,12,3,6,4,3,1,2
21,No,Travel_Rarely,Sales,Medical,2021,Male,1,Sales Representative,1,Single,2380,1,Yes,11,3,2,2,2,1,2
23,Yes,Travel_Frequently,Sales,Marketing,2023,Male,1,Sales Representative,1,Married,1790,1,No,19,3,1,1,0,1,0
36,No,Travel_Rarely,Sales,Medical,2024,Female,3,Sales Executive,4,Married,7644,0,No,19,3,10,9,7,3,4
36,No,Travel_Frequently,Research & Development,Life Sciences,2025,Female,2,Manufacturing Director,2,Divorced,5131,7,No,13,3,18,4,2,0,2
41,No,Travel_Rarely,Sales,Life Sciences,2037,Male,2,Sales Executive,2,Divorced,8938,2,No,11,3,14,5,4,0,4
32,No,Travel_Rarely,Research & Development,Technical Degree,2038,Male,1,Research Scientist,1,Single,2439,1,No,14,3,4,4,2,1,2
35,No,Travel_Rarely,Human Resources,Life Sciences,2040,Female,3,Human Resources,4,Single,8837,1,Yes,16,3,9,9,0,1,7
38,No,Travel_Rarely,Sales,Life Sciences,2041,Female,2,Sales Executive,4,Married,5343,1,No,11,3,10,10,7,1,9
50,Yes,Travel_Frequently,Sales,Life Sciences,2044,Male,2,Sales Executive,3,Divorced,6728,7,No,12,3,12,6,3,0,1
36,No,Travel_Rarely,Sales,Marketing,2045,Female,2,Sales Executive,4,Married,6652,4,No,13,3,8,6,3,0,0
45,No,Travel_Rarely,Sales,Life Sciences,2046,Female,2,Sales Executive,3,Single,4850,8,No,15,3,8,5,3,0,1
40,No,Travel_Rarely,Research & Development,Life Sciences,2048,Male,1,Research Scientist,3,Single,2809,2,No,14,3,8,2,2,2,2
35,No,Travel_Frequently,Research & Development,Life Sciences,2049,Male,2,Healthcare Representative,3,Married,5689,1,Yes,14,3,10,10,2,0,2
40,No,Travel_Rarely,Research & Development,Medical,2051,Female,1,Research Scientist,3,Married,2001,2,No,14,3,20,5,3,0,2
35,No,Travel_Rarely,Research & Development,Life Sciences,2052,Female,1,Research Scientist,4,Married,2977,1,No,12,3,4,4,3,1,1
29,No,Travel_Rarely,Research & Development,Other,2053,Male,2,Laboratory Technician,2,Married,4025,4,Yes,13,3,10,4,3,0,3
29,No,Travel_Rarely,Research & Development,Medical,2054,Female,1,Research Scientist,1,Single,3785,1,No,14,3,5,5,4,0,4
50,Yes,Travel_Rarely,Sales,Marketing,2055,Male,3,Sales Executive,1,Divorced,10854,4,Yes,13,3,20,3,2,2,0
31,No,Non-Travel,Research & Development,Medical,2057,Male,2,Manufacturing Director,1,Single,9936,0,No,19,3,10,9,4,1,7
26,No,Travel_Rarely,Sales,Other,2060,Female,1,Sales Representative,3,Single,2966,0,No,18,3,5,4,2,0,0
36,No,Travel_Frequently,Research & Development,Medical,2061,Male,2,Laboratory Technician,4,Married,2571,4,No,17,3,17,5,2,0,3
39,No,Travel_Rarely,Research & Development,Medical,2062,Male,3,Healthcare Representative,1,Married,9991,4,No,15,3,9,7,7,1,7
49,No,Travel_Frequently,Sales,Medical,2065,Male,2,Sales Executive,2,Married,5390,2,No,14,3,17,9,6,0,8
34,No,Travel_Rarely,Research & Development,Medical,2068,Male,2,Laboratory Technician,3,Married,4404,2,No,12,3,6,4,3,1,2
